no,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,CustomerId,Classification
1590,6,1,1,1,1,5,1,1,4,7,4,7,1,1,2,3,5,9,2,3,2,1,2,1,40,1591,Balanced
1591,1,5,5,7,2,2,2,3,3,5,2,3,1,1,1,1,5,9,4,7,1,0,1,0,43,1592,Assertive
1592,3,1,4,5,2,2,3,5,1,1,4,7,3,5,4,7,3,5,2,3,2,1,2,1,43,1593,Assertive
1593,1,5,5,7,3,1,4,7,2,3,4,7,2,3,4,7,2,3,2,3,2,1,1,0,47,1594,Assertive
1594,3,1,2,2,1,5,3,5,5,9,4,7,1,1,1,1,2,3,1,1,2,1,1,0,36,1595,Balanced
1595,1,5,1,1,2,2,2,3,2,3,1,1,2,3,2,3,3,5,3,5,2,1,1,0,32,1596,Balanced
1596,2,3,4,5,3,1,3,5,3,5,3,5,4,7,1,1,5,9,4,7,1,0,2,1,49,1597,Assertive
1597,5,3,2,2,2,2,4,7,4,7,1,1,3,5,1,1,2,3,1,1,1,0,1,0,32,1598,Balanced
1598,5,3,4,5,2,2,1,1,1,1,4,7,3,5,3,5,5,9,2,3,1,0,1,0,41,1599,Balanced
1599,2,3,4,5,1,5,1,1,1,1,1,1,2,3,2,3,1,1,3,5,1,0,1,0,28,1600,Balanced
1600,5,3,1,1,1,5,4,7,5,9,2,3,2,3,4,7,5,9,3,5,1,0,2,1,53,1601,Assertive
1601,3,1,4,5,2,2,1,1,5,9,4,7,3,5,4,7,2,3,3,5,2,1,2,1,47,1602,Assertive
1602,5,3,1,1,1,5,1,1,4,7,4,7,3,5,3,5,3,5,3,5,2,1,2,1,46,1603,Assertive
1603,3,1,5,7,1,5,2,3,3,5,4,7,1,1,3,5,1,1,4,7,2,1,1,0,43,1604,Assertive
1604,4,5,3,3,2,2,2,3,5,9,4,7,4,7,4,7,2,3,4,7,1,0,1,0,53,1605,Assertive
1605,4,5,5,7,2,2,1,1,3,5,2,3,2,3,3,5,2,3,1,1,2,1,2,1,37,1606,Balanced
1606,3,1,3,3,1,5,1,1,5,9,3,5,2,3,1,1,1,1,3,5,1,0,2,1,35,1607,Balanced
1607,5,3,4,5,2,2,2,3,2,3,1,1,3,5,2,3,4,7,1,1,1,0,1,0,33,1608,Balanced
1608,3,1,3,3,2,2,4,7,4,7,1,1,2,3,2,3,3,5,4,7,2,1,2,1,41,1609,Balanced
1609,2,3,1,1,3,1,4,7,1,1,2,3,1,1,1,1,4,7,3,5,2,1,1,0,31,1610,Balanced
1610,2,3,2,2,1,5,4,7,4,7,3,5,3,5,3,5,4,7,1,1,1,0,2,1,48,1611,Assertive
1611,5,3,5,7,1,5,4,7,1,1,1,1,1,1,4,7,5,9,1,1,2,1,2,1,44,1612,Assertive
1612,3,1,4,5,1,5,2,3,3,5,3,5,3,5,1,1,4,7,1,1,1,0,2,1,39,1613,Balanced
1613,4,5,4,5,3,1,1,1,1,1,4,7,1,1,3,5,1,1,1,1,1,0,1,0,28,1614,Balanced
1614,6,1,1,1,2,2,4,7,1,1,2,3,4,7,4,7,4,7,2,3,2,1,2,1,41,1615,Balanced
1615,1,5,2,2,3,1,1,1,3,5,1,1,3,5,1,1,3,5,3,5,1,0,2,1,32,1616,Balanced
1616,2,3,4,5,3,1,1,1,1,1,3,5,2,3,3,5,1,1,4,7,1,0,2,1,33,1617,Balanced
1617,3,1,5,7,3,1,4,7,2,3,2,3,4,7,4,7,4,7,4,7,1,0,2,1,51,1618,Assertive
1618,5,3,5,7,1,5,3,5,2,3,1,1,4,7,3,5,5,9,3,5,2,1,1,0,51,1619,Assertive
1619,3,1,4,5,2,2,4,7,4,7,3,5,2,3,4,7,3,5,4,7,2,1,2,1,51,1620,Assertive
1620,3,1,1,1,2,2,3,5,1,1,3,5,3,5,3,5,3,5,1,1,2,1,1,0,32,1621,Balanced
1621,2,3,3,3,2,2,4,7,2,3,1,1,2,3,2,3,2,3,2,3,2,1,1,0,32,1622,Balanced
1622,6,1,1,1,2,2,2,3,1,1,2,3,4,7,1,1,4,7,2,3,2,1,2,1,31,1623,Balanced
1623,2,3,1,1,1,5,2,3,5,9,1,1,2,3,3,5,5,9,3,5,2,1,1,0,45,1624,Assertive
1624,5,3,2,2,1,5,3,5,1,1,2,3,2,3,3,5,2,3,1,1,1,0,1,0,31,1625,Balanced
1625,3,1,3,3,2,2,2,3,5,9,3,5,3,5,4,7,4,7,1,1,2,1,1,0,44,1626,Assertive
1626,2,3,2,2,3,1,1,1,5,9,1,1,2,3,1,1,4,7,3,5,2,1,1,0,34,1627,Balanced
1627,6,1,5,7,1,5,1,1,5,9,3,5,3,5,3,5,2,3,3,5,2,1,2,1,48,1628,Assertive
1628,3,1,4,5,2,2,4,7,2,3,2,3,1,1,1,1,2,3,3,5,2,1,1,0,32,1629,Balanced
1629,4,5,5,7,3,1,3,5,3,5,1,1,4,7,1,1,4,7,3,5,2,1,1,0,45,1630,Assertive
1630,4,5,4,5,2,2,1,1,4,7,4,7,2,3,4,7,4,7,3,5,1,0,2,1,50,1631,Assertive
1631,5,3,5,7,2,2,3,5,2,3,1,1,1,1,1,1,3,5,4,7,1,0,2,1,36,1632,Balanced
1632,1,5,3,3,2,2,3,5,3,5,3,5,3,5,4,7,5,9,2,3,1,0,1,0,49,1633,Assertive
1633,1,5,2,2,2,2,3,5,1,1,2,3,2,3,1,1,4,7,3,5,1,0,2,1,35,1634,Balanced
1634,4,5,1,1,1,5,3,5,4,7,4,7,4,7,3,5,4,7,1,1,2,1,1,0,51,1635,Assertive
1635,3,1,2,2,1,5,4,7,2,3,1,1,1,1,2,3,2,3,4,7,1,0,1,0,33,1636,Balanced
1636,3,1,4,5,1,5,3,5,4,7,4,7,4,7,4,7,2,3,3,5,2,1,2,1,54,1637,Aggressive
1637,3,1,4,5,2,2,3,5,4,7,4,7,4,7,3,5,5,9,4,7,2,1,1,0,56,1638,Aggressive
1638,6,1,3,3,1,5,3,5,3,5,1,1,2,3,2,3,2,3,1,1,2,1,1,0,31,1639,Balanced
1639,4,5,1,1,3,1,4,7,5,9,2,3,1,1,3,5,5,9,2,3,2,1,1,0,45,1640,Assertive
1640,3,1,4,5,3,1,1,1,1,1,2,3,1,1,2,3,2,3,3,5,1,0,1,0,24,1641,Conservative
1641,2,3,5,7,3,1,1,1,5,9,2,3,2,3,2,3,3,5,1,1,2,1,2,1,38,1642,Balanced
1642,2,3,5,7,3,1,4,7,5,9,4,7,2,3,2,3,2,3,3,5,2,1,2,1,50,1643,Assertive
1643,2,3,2,2,1,5,3,5,4,7,1,1,2,3,4,7,1,1,3,5,2,1,2,1,41,1644,Balanced
1644,2,3,1,1,3,1,2,3,4,7,1,1,2,3,4,7,1,1,2,3,2,1,2,1,32,1645,Balanced
1645,6,1,5,7,2,2,2,3,4,7,4,7,2,3,3,5,3,5,4,7,1,0,2,1,48,1646,Assertive
1646,5,3,4,5,3,1,3,5,4,7,2,3,4,7,2,3,3,5,2,3,1,0,2,1,43,1647,Assertive
1647,6,1,2,2,2,2,1,1,1,1,1,1,4,7,3,5,2,3,3,5,1,0,1,0,28,1648,Balanced
1648,4,5,2,2,3,1,1,1,5,9,4,7,2,3,3,5,1,1,1,1,1,0,2,1,36,1649,Balanced
1649,5,3,5,7,3,1,3,5,3,5,1,1,4,7,3,5,5,9,2,3,1,0,2,1,47,1650,Assertive
1650,2,3,5,7,2,2,3,5,2,3,3,5,3,5,3,5,5,9,2,3,2,1,2,1,49,1651,Assertive
1651,4,5,3,3,1,5,2,3,3,5,4,7,4,7,1,1,3,5,2,3,2,1,1,0,45,1652,Assertive
1652,5,3,2,2,2,2,4,7,2,3,2,3,1,1,4,7,1,1,4,7,2,1,2,1,38,1653,Balanced
1653,5,3,5,7,3,1,4,7,4,7,1,1,4,7,3,5,1,1,4,7,1,0,1,0,46,1654,Assertive
1654,4,5,4,5,3,1,1,1,1,1,3,5,3,5,2,3,1,1,3,5,1,0,1,0,32,1655,Balanced
1655,4,5,5,7,3,1,1,1,5,9,3,5,1,1,4,7,3,5,2,3,1,0,2,1,45,1656,Assertive
1656,3,1,2,2,3,1,2,3,3,5,2,3,3,5,4,7,5,9,4,7,1,0,1,0,43,1657,Assertive
1657,2,3,1,1,2,2,3,5,3,5,2,3,1,1,1,1,3,5,1,1,1,0,2,1,28,1658,Balanced
1658,2,3,5,7,3,1,2,3,3,5,2,3,3,5,1,1,1,1,4,7,1,0,1,0,36,1659,Balanced
1659,1,5,2,2,2,2,4,7,3,5,1,1,2,3,2,3,3,5,2,3,2,1,1,0,37,1660,Balanced
1660,5,3,5,7,3,1,4,7,4,7,4,7,2,3,3,5,5,9,4,7,1,0,1,0,56,1661,Aggressive
1661,1,5,5,7,2,2,1,1,3,5,2,3,1,1,3,5,2,3,2,3,1,0,2,1,36,1662,Balanced
1662,3,1,3,3,3,1,3,5,3,5,1,1,2,3,3,5,3,5,1,1,1,0,1,0,30,1663,Balanced
1663,4,5,5,7,3,1,1,1,4,7,1,1,1,1,4,7,1,1,4,7,2,1,1,0,39,1664,Balanced
1664,6,1,3,3,2,2,4,7,5,9,4,7,1,1,3,5,4,7,1,1,2,1,2,1,45,1665,Assertive
1665,1,5,1,1,1,5,1,1,2,3,3,5,2,3,1,1,5,9,1,1,1,0,1,0,34,1666,Balanced
1666,3,1,2,2,3,1,3,5,3,5,3,5,1,1,2,3,4,7,1,1,2,1,2,1,33,1667,Balanced
1667,4,5,1,1,2,2,2,3,4,7,3,5,1,1,2,3,4,7,3,5,1,0,2,1,40,1668,Balanced
1668,1,5,1,1,2,2,1,1,4,7,1,1,4,7,4,7,4,7,2,3,1,0,2,1,42,1669,Assertive
1669,1,5,5,7,1,5,4,7,2,3,4,7,3,5,4,7,1,1,2,3,2,1,1,0,51,1670,Assertive
1670,3,1,5,7,2,2,4,7,4,7,3,5,4,7,2,3,5,9,2,3,1,0,1,0,51,1671,Assertive
1671,3,1,3,3,1,5,1,1,2,3,3,5,1,1,2,3,5,9,1,1,1,0,1,0,32,1672,Balanced
1672,2,3,2,2,1,5,3,5,5,9,2,3,1,1,4,7,4,7,4,7,2,1,2,1,51,1673,Assertive
1673,6,1,5,7,3,1,4,7,2,3,3,5,1,1,2,3,4,7,3,5,2,1,2,1,42,1674,Assertive
1674,2,3,2,2,2,2,1,1,2,3,3,5,2,3,2,3,2,3,2,3,2,1,2,1,30,1675,Balanced
1675,5,3,3,3,2,2,1,1,5,9,2,3,3,5,2,3,1,1,3,5,2,1,2,1,37,1676,Balanced
1676,5,3,2,2,3,1,2,3,1,1,3,5,3,5,4,7,4,7,2,3,1,0,2,1,38,1677,Balanced
1677,2,3,3,3,1,5,4,7,5,9,3,5,3,5,3,5,4,7,3,5,2,1,1,0,55,1678,Aggressive
1678,4,5,3,3,2,2,4,7,1,1,4,7,1,1,3,5,2,3,2,3,2,1,2,1,39,1679,Balanced
1679,6,1,5,7,1,5,1,1,5,9,3,5,4,7,2,3,5,9,4,7,2,1,1,0,55,1680,Aggressive
1680,4,5,1,1,1,5,3,5,5,9,4,7,2,3,3,5,1,1,4,7,2,1,2,1,50,1681,Assertive
1681,2,3,3,3,3,1,1,1,4,7,2,3,3,5,4,7,2,3,4,7,1,0,2,1,41,1682,Balanced
1682,4,5,2,2,1,5,1,1,2,3,4,7,4,7,3,5,3,5,2,3,1,0,1,0,43,1683,Assertive
1683,3,1,2,2,3,1,4,7,5,9,2,3,2,3,4,7,1,1,2,3,1,0,2,1,38,1684,Balanced
1684,3,1,2,2,3,1,3,5,4,7,3,5,4,7,3,5,4,7,3,5,1,0,2,1,46,1685,Assertive
1685,2,3,2,2,2,2,1,1,5,9,2,3,1,1,2,3,1,1,4,7,1,0,1,0,32,1686,Balanced
1686,5,3,2,2,2,2,4,7,4,7,2,3,1,1,1,1,2,3,4,7,2,1,2,1,38,1687,Balanced
1687,2,3,2,2,3,1,3,5,3,5,4,7,3,5,3,5,2,3,3,5,2,1,1,0,42,1688,Assertive
1688,3,1,1,1,1,5,2,3,1,1,4,7,1,1,4,7,1,1,4,7,2,1,2,1,36,1689,Balanced
1689,1,5,2,2,2,2,4,7,4,7,2,3,2,3,4,7,2,3,2,3,2,1,1,0,43,1690,Assertive
1690,1,5,4,5,2,2,1,1,1,1,2,3,4,7,1,1,3,5,1,1,2,1,2,1,33,1691,Balanced
1691,3,1,4,5,2,2,2,3,2,3,2,3,1,1,1,1,5,9,1,1,2,1,1,0,30,1692,Balanced
1692,4,5,5,7,2,2,1,1,1,1,4,7,1,1,4,7,5,9,3,5,2,1,1,0,46,1693,Assertive
1693,4,5,4,5,1,5,4,7,4,7,3,5,3,5,1,1,4,7,1,1,2,1,2,1,50,1694,Assertive
1694,1,5,5,7,3,1,4,7,2,3,2,3,2,3,4,7,3,5,2,3,2,1,1,0,45,1695,Assertive
1695,2,3,4,5,2,2,1,1,4,7,3,5,4,7,1,1,1,1,2,3,2,1,1,0,36,1696,Balanced
1696,3,1,4,5,2,2,3,5,2,3,3,5,2,3,2,3,4,7,4,7,2,1,2,1,43,1697,Assertive
1697,5,3,3,3,1,5,3,5,2,3,3,5,4,7,1,1,2,3,3,5,2,1,1,0,41,1698,Balanced
1698,3,1,1,1,1,5,1,1,5,9,4,7,4,7,1,1,4,7,2,3,2,1,1,0,43,1699,Assertive
1699,5,3,2,2,2,2,4,7,3,5,2,3,4,7,3,5,5,9,4,7,2,1,2,1,52,1700,Assertive
1700,6,1,2,2,2,2,1,1,2,3,3,5,4,7,4,7,1,1,3,5,1,0,2,1,35,1701,Balanced
1701,6,1,4,5,1,5,3,5,3,5,3,5,2,3,2,3,1,1,1,1,2,1,2,1,36,1702,Balanced
1702,6,1,1,1,2,2,1,1,4,7,4,7,2,3,1,1,2,3,4,7,2,1,2,1,35,1703,Balanced
1703,2,3,1,1,1,5,2,3,1,1,2,3,4,7,4,7,3,5,4,7,1,0,1,0,42,1704,Assertive
1704,1,5,3,3,2,2,4,7,5,9,3,5,2,3,2,3,2,3,2,3,1,0,2,1,44,1705,Assertive
1705,6,1,5,7,3,1,4,7,2,3,4,7,4,7,3,5,2,3,2,3,2,1,2,1,46,1706,Assertive
1706,5,3,5,7,2,2,4,7,2,3,1,1,4,7,3,5,2,3,2,3,1,0,2,1,42,1707,Assertive
1707,6,1,4,5,2,2,3,5,4,7,3,5,1,1,1,1,2,3,4,7,1,0,2,1,38,1708,Balanced
1708,2,3,5,7,3,1,1,1,4,7,1,1,3,5,3,5,5,9,4,7,1,0,1,0,46,1709,Assertive
1709,2,3,2,2,2,2,1,1,3,5,3,5,2,3,2,3,3,5,1,1,2,1,2,1,32,1710,Balanced
1710,6,1,5,7,1,5,1,1,4,7,2,3,4,7,4,7,2,3,2,3,1,0,1,0,44,1711,Assertive
1711,2,3,3,3,2,2,3,5,4,7,1,1,2,3,2,3,3,5,3,5,1,0,2,1,38,1712,Balanced
1712,4,5,1,1,3,1,2,3,3,5,4,7,4,7,1,1,1,1,2,3,1,0,1,0,34,1713,Balanced
1713,6,1,2,2,3,1,2,3,3,5,3,5,1,1,4,7,2,3,1,1,1,0,2,1,30,1714,Balanced
1714,2,3,3,3,2,2,1,1,4,7,4,7,2,3,1,1,4,7,3,5,2,1,1,0,40,1715,Balanced
1715,3,1,2,2,2,2,3,5,4,7,3,5,3,5,4,7,2,3,4,7,1,0,1,0,44,1716,Assertive
1716,6,1,3,3,2,2,1,1,5,9,3,5,4,7,4,7,4,7,2,3,1,0,2,1,46,1717,Assertive
1717,3,1,4,5,2,2,3,5,4,7,4,7,2,3,2,3,3,5,4,7,1,0,1,0,45,1718,Assertive
1718,6,1,1,1,1,5,2,3,2,3,2,3,4,7,4,7,3,5,2,3,1,0,2,1,39,1719,Balanced
1719,1,5,3,3,1,5,4,7,4,7,3,5,4,7,2,3,4,7,2,3,1,0,2,1,53,1720,Assertive
1720,6,1,5,7,3,1,1,1,3,5,4,7,2,3,1,1,1,1,4,7,1,0,2,1,35,1721,Balanced
1721,1,5,2,2,2,2,4,7,1,1,2,3,1,1,2,3,4,7,2,3,1,0,2,1,35,1722,Balanced
1722,3,1,2,2,1,5,4,7,3,5,1,1,1,1,4,7,2,3,4,7,2,1,1,0,40,1723,Balanced
1723,5,3,1,1,2,2,3,5,5,9,1,1,4,7,4,7,2,3,3,5,2,1,2,1,45,1724,Assertive
1724,3,1,2,2,3,1,2,3,2,3,2,3,1,1,4,7,1,1,3,5,1,0,1,0,27,1725,Balanced
1725,2,3,5,7,3,1,3,5,2,3,4,7,3,5,4,7,4,7,3,5,2,1,2,1,52,1726,Assertive
1726,6,1,1,1,2,2,2,3,3,5,1,1,4,7,1,1,5,9,4,7,2,1,1,0,38,1727,Balanced
1727,1,5,4,5,2,2,1,1,4,7,2,3,3,5,1,1,2,3,4,7,1,0,1,0,39,1728,Balanced
1728,1,5,4,5,3,1,2,3,3,5,2,3,4,7,3,5,4,7,4,7,1,0,2,1,49,1729,Assertive
1729,4,5,3,3,2,2,3,5,5,9,2,3,1,1,3,5,5,9,2,3,1,0,2,1,46,1730,Assertive
1730,2,3,3,3,2,2,3,5,1,1,3,5,1,1,1,1,4,7,2,3,2,1,1,0,32,1731,Balanced
1731,5,3,3,3,3,1,3,5,4,7,1,1,4,7,4,7,5,9,4,7,1,0,2,1,51,1732,Assertive
1732,2,3,4,5,3,1,2,3,5,9,4,7,3,5,4,7,5,9,3,5,2,1,1,0,55,1733,Aggressive
1733,4,5,1,1,1,5,4,7,1,1,2,3,3,5,1,1,4,7,1,1,2,1,1,0,37,1734,Balanced
1734,5,3,3,3,1,5,2,3,1,1,1,1,3,5,2,3,2,3,2,3,1,0,2,1,31,1735,Balanced
1735,3,1,5,7,1,5,2,3,3,5,1,1,4,7,2,3,2,3,1,1,1,0,2,1,37,1736,Balanced
1736,6,1,1,1,1,5,1,1,2,3,2,3,1,1,4,7,4,7,1,1,2,1,1,0,31,1737,Balanced
1737,4,5,4,5,3,1,4,7,5,9,2,3,3,5,2,3,3,5,3,5,1,0,2,1,49,1738,Assertive
1738,1,5,1,1,3,1,2,3,2,3,4,7,1,1,4,7,4,7,4,7,2,1,2,1,44,1739,Assertive
1739,4,5,2,2,1,5,1,1,4,7,3,5,2,3,3,5,3,5,3,5,1,0,2,1,44,1740,Assertive
1740,3,1,2,2,3,1,4,7,3,5,3,5,2,3,2,3,3,5,3,5,2,1,2,1,39,1741,Balanced
1741,2,3,3,3,3,1,3,5,3,5,2,3,1,1,4,7,2,3,3,5,1,0,2,1,37,1742,Balanced
1742,2,3,2,2,3,1,1,1,5,9,4,7,1,1,3,5,1,1,4,7,1,0,2,1,38,1743,Balanced
1743,1,5,3,3,3,1,3,5,5,9,4,7,1,1,3,5,1,1,3,5,1,0,2,1,43,1744,Assertive
1744,1,5,2,2,2,2,2,3,4,7,4,7,3,5,3,5,4,7,4,7,1,0,1,0,50,1745,Assertive
1745,6,1,1,1,1,5,3,5,3,5,1,1,3,5,1,1,4,7,3,5,2,1,2,1,38,1746,Balanced
1746,3,1,2,2,2,2,4,7,5,9,3,5,3,5,2,3,3,5,3,5,2,1,1,0,45,1747,Assertive
1747,2,3,2,2,1,5,3,5,5,9,1,1,2,3,3,5,5,9,4,7,2,1,1,0,50,1748,Assertive
1748,6,1,1,1,2,2,3,5,1,1,2,3,2,3,2,3,3,5,2,3,2,1,2,1,29,1749,Balanced
1749,5,3,3,3,1,5,4,7,2,3,2,3,2,3,1,1,4,7,4,7,1,0,1,0,42,1750,Assertive
1750,4,5,3,3,2,2,3,5,2,3,2,3,4,7,2,3,5,9,3,5,2,1,1,0,46,1751,Assertive
1751,2,3,5,7,2,2,4,7,1,1,4,7,1,1,1,1,2,3,2,3,2,1,1,0,36,1752,Balanced
1752,3,1,2,2,1,5,2,3,4,7,3,5,1,1,1,1,1,1,3,5,1,0,2,1,32,1753,Balanced
1753,1,5,4,5,1,5,4,7,5,9,3,5,3,5,3,5,4,7,4,7,1,0,2,1,61,1754,Aggressive
1754,1,5,5,7,1,5,1,1,1,1,4,7,3,5,2,3,2,3,2,3,2,1,1,0,41,1755,Balanced
1755,3,1,1,1,1,5,1,1,3,5,4,7,3,5,1,1,1,1,1,1,2,1,2,1,30,1756,Balanced
1756,3,1,1,1,2,2,4,7,3,5,4,7,3,5,2,3,2,3,1,1,1,0,1,0,35,1757,Balanced
1757,5,3,4,5,3,1,3,5,3,5,3,5,1,1,2,3,2,3,3,5,1,0,2,1,37,1758,Balanced
1758,1,5,2,2,3,1,2,3,2,3,2,3,1,1,3,5,1,1,4,7,1,0,2,1,32,1759,Balanced
1759,2,3,1,1,2,2,2,3,2,3,3,5,2,3,1,1,2,3,1,1,2,1,1,0,26,1760,Conservative
1760,4,5,5,7,2,2,3,5,5,9,3,5,3,5,3,5,2,3,4,7,2,1,1,0,54,1761,Aggressive
1761,5,3,2,2,3,1,1,1,5,9,4,7,1,1,2,3,2,3,3,5,2,1,2,1,37,1762,Balanced
1762,1,5,2,2,3,1,2,3,3,5,3,5,2,3,1,1,2,3,4,7,2,1,2,1,37,1763,Balanced
1763,5,3,2,2,1,5,2,3,3,5,3,5,1,1,1,1,1,1,1,1,1,0,2,1,28,1764,Balanced
1764,2,3,5,7,2,2,3,5,3,5,2,3,1,1,4,7,5,9,2,3,1,0,1,0,45,1765,Assertive
1765,5,3,1,1,2,2,4,7,5,9,3,5,3,5,3,5,4,7,1,1,2,1,2,1,47,1766,Assertive
1766,3,1,3,3,1,5,1,1,4,7,4,7,2,3,2,3,1,1,2,3,1,0,2,1,35,1767,Balanced
1767,4,5,4,5,3,1,3,5,5,9,4,7,3,5,3,5,4,7,4,7,2,1,1,0,57,1768,Aggressive
1768,4,5,4,5,3,1,4,7,4,7,4,7,1,1,4,7,2,3,2,3,1,0,1,0,46,1769,Assertive
1769,4,5,1,1,2,2,4,7,3,5,4,7,2,3,4,7,2,3,4,7,2,1,1,0,48,1770,Assertive
1770,3,1,2,2,3,1,3,5,2,3,3,5,4,7,3,5,3,5,3,5,2,1,2,1,41,1771,Balanced
1771,1,5,5,7,3,1,4,7,2,3,4,7,2,3,3,5,2,3,2,3,1,0,1,0,44,1772,Assertive
1772,1,5,1,1,1,5,3,5,4,7,2,3,2,3,2,3,1,1,4,7,2,1,2,1,42,1773,Assertive
1773,2,3,4,5,2,2,4,7,3,5,3,5,1,1,1,1,2,3,2,3,1,0,2,1,36,1774,Balanced
1774,6,1,3,3,3,1,4,7,5,9,4,7,3,5,1,1,1,1,2,3,2,1,1,0,39,1775,Balanced
1775,2,3,5,7,1,5,2,3,2,3,1,1,1,1,1,1,2,3,3,5,1,0,1,0,32,1776,Balanced
1776,4,5,5,7,1,5,1,1,5,9,1,1,4,7,2,3,5,9,2,3,1,0,2,1,51,1777,Assertive
1777,4,5,2,2,3,1,3,5,3,5,4,7,4,7,3,5,3,5,3,5,1,0,2,1,48,1778,Assertive
1778,6,1,3,3,2,2,3,5,1,1,1,1,2,3,1,1,4,7,4,7,2,1,2,1,33,1779,Balanced
1779,2,3,1,1,2,2,1,1,5,9,1,1,2,3,1,1,3,5,4,7,1,0,1,0,33,1780,Balanced
1780,4,5,4,5,1,5,1,1,5,9,2,3,1,1,2,3,1,1,2,3,1,0,2,1,37,1781,Balanced
1781,4,5,2,2,3,1,4,7,1,1,1,1,3,5,3,5,1,1,4,7,1,0,2,1,36,1782,Balanced
1782,3,1,4,5,1,5,1,1,4,7,3,5,4,7,1,1,5,9,3,5,2,1,2,1,48,1783,Assertive
1783,2,3,3,3,2,2,4,7,1,1,2,3,4,7,4,7,2,3,4,7,1,0,1,0,43,1784,Assertive
1784,5,3,4,5,2,2,4,7,2,3,1,1,3,5,3,5,1,1,3,5,2,1,2,1,39,1785,Balanced
1785,5,3,2,2,3,1,3,5,3,5,1,1,2,3,3,5,2,3,2,3,1,0,1,0,31,1786,Balanced
1786,5,3,1,1,1,5,1,1,2,3,1,1,3,5,4,7,4,7,3,5,2,1,1,0,39,1787,Balanced
1787,5,3,5,7,2,2,3,5,4,7,3,5,4,7,2,3,2,3,1,1,2,1,2,1,45,1788,Assertive
1788,2,3,4,5,1,5,4,7,1,1,4,7,2,3,3,5,1,1,2,3,2,1,1,0,41,1789,Balanced
1789,6,1,2,2,3,1,1,1,2,3,4,7,2,3,2,3,3,5,1,1,1,0,2,1,28,1790,Balanced
1790,5,3,1,1,1,5,1,1,4,7,2,3,2,3,2,3,1,1,2,3,1,0,2,1,31,1791,Balanced
1791,5,3,3,3,3,1,1,1,4,7,4,7,1,1,1,1,5,9,1,1,1,0,1,0,34,1792,Balanced
1792,4,5,1,1,1,5,2,3,3,5,4,7,3,5,2,3,2,3,4,7,2,1,2,1,46,1793,Assertive
1793,5,3,2,2,3,1,3,5,4,7,3,5,2,3,1,1,5,9,2,3,2,1,2,1,41,1794,Balanced
1794,6,1,2,2,1,5,2,3,1,1,2,3,3,5,1,1,5,9,2,3,2,1,2,1,35,1795,Balanced
1795,2,3,4,5,1,5,3,5,2,3,1,1,3,5,3,5,1,1,2,3,1,0,1,0,36,1796,Balanced
1796,6,1,3,3,3,1,1,1,5,9,4,7,4,7,3,5,3,5,2,3,1,0,2,1,43,1797,Assertive
1797,4,5,5,7,3,1,1,1,3,5,4,7,4,7,3,5,4,7,2,3,1,0,2,1,49,1798,Assertive
1798,6,1,3,3,2,2,2,3,5,9,3,5,3,5,3,5,1,1,2,3,1,0,1,0,37,1799,Balanced
1799,1,5,1,1,2,2,1,1,3,5,4,7,3,5,4,7,4,7,4,7,1,0,1,0,47,1800,Assertive
1800,6,1,1,1,3,1,2,3,2,3,4,7,4,7,4,7,5,9,4,7,2,1,2,1,48,1801,Assertive
1801,6,1,4,5,2,2,2,3,2,3,2,3,1,1,4,7,5,9,4,7,1,0,1,0,41,1802,Balanced
1802,2,3,3,3,2,2,1,1,2,3,2,3,3,5,3,5,5,9,1,1,1,0,2,1,36,1803,Balanced
1803,1,5,1,1,2,2,1,1,1,1,1,1,3,5,2,3,4,7,2,3,1,0,2,1,30,1804,Balanced
1804,1,5,5,7,2,2,4,7,4,7,2,3,2,3,4,7,5,9,3,5,2,1,1,0,56,1805,Aggressive
1805,5,3,1,1,3,1,3,5,1,1,1,1,4,7,2,3,2,3,4,7,1,0,1,0,32,1806,Balanced
1806,1,5,3,3,1,5,4,7,1,1,3,5,4,7,2,3,1,1,4,7,1,0,1,0,44,1807,Assertive
1807,3,1,1,1,2,2,4,7,5,9,2,3,2,3,3,5,4,7,3,5,2,1,1,0,44,1808,Assertive
1808,2,3,4,5,2,2,4,7,1,1,3,5,4,7,1,1,3,5,4,7,2,1,2,1,45,1809,Assertive
1809,1,5,4,5,2,2,2,3,5,9,3,5,2,3,4,7,2,3,1,1,2,1,2,1,45,1810,Assertive
1810,5,3,3,3,2,2,4,7,1,1,4,7,1,1,3,5,2,3,3,5,1,0,2,1,38,1811,Balanced
1811,2,3,4,5,1,5,4,7,3,5,4,7,4,7,4,7,4,7,2,3,2,1,2,1,58,1812,Aggressive
1812,3,1,4,5,3,1,4,7,5,9,4,7,1,1,1,1,1,1,4,7,1,0,1,0,40,1813,Balanced
1813,6,1,3,3,2,2,3,5,5,9,1,1,1,1,4,7,3,5,4,7,1,0,2,1,42,1814,Assertive
1814,1,5,2,2,3,1,4,7,2,3,1,1,2,3,1,1,4,7,4,7,1,0,2,1,38,1815,Balanced
1815,6,1,2,2,2,2,1,1,5,9,4,7,1,1,1,1,2,3,3,5,2,1,2,1,34,1816,Balanced
1816,3,1,1,1,1,5,3,5,1,1,2,3,1,1,4,7,3,5,4,7,1,0,1,0,36,1817,Balanced
