,nature,outlier,stocks
2241,Assertive,"[32, 13]","[31, 35, 18, 32, 22, 42, 44, 40, 47, 30, 28, 13, 55, 38, 5, 24]"
2242,Balanced,"[31, 39, 11, 43, 37]","[31, 23, 39, 27, 30, 29, 22, 54, 20, 28, 24, 11, 43, 36, 34, 37, 35]"
2243,Balanced,"[60, 37, 31]","[60, 32, 44, 16, 47, 45, 14, 52, 12, 42, 29, 23, 56, 30, 18, 40, 37, 22, 48, 31]"
2244,Balanced,"[43, 33]","[56, 24, 48, 17, 20, 43, 50, 36, 22, 25, 16, 33, 41, 53, 38]"
2245,Aggressive,"[12, 23, 30, 27]","[12, 43, 50, 15, 20, 11, 31, 23, 30, 44, 42, 27, 22]"
2246,Balanced,"[43, 37]","[43, 53, 34, 36, 16, 21, 38, 28, 41, 46, 29, 26, 47, 40, 37, 35, 18, 42, 49]"
2247,Aggressive,"[16, 27, 36, 28, 54, 51, 9, 32, 23]","[16, 27, 5, 31, 15, 36, 11, 47, 4, 28, 54, 33, 51, 50, 43, 37, 22, 38, 9, 32, 35, 23]"
2248,Balanced,"[43, 31, 33]","[15, 43, 19, 47, 41, 25, 34, 5, 51, 31, 29, 44, 22, 33]"
2249,Balanced,[33],"[32, 18, 41, 38, 40, 47, 33, 12, 19, 27, 45, 20]"
2250,Balanced,[],"[26, 29, 42, 19, 22, 38, 47, 32, 41, 54, 28, 18, 56, 53, 40, 21]"
2251,Balanced,"[37, 33, 39]","[42, 5, 54, 47, 37, 36, 33, 16, 38, 34, 30, 10, 29, 20, 39, 35, 21, 23, 25, 12]"
2252,Assertive,"[32, 46, 43, 41]","[15, 29, 30, 47, 21, 32, 34, 18, 46, 33, 48, 14, 43, 42, 35, 41]"
2253,Assertive,[37],"[21, 29, 26, 37, 19, 51, 50, 18, 57]"
2254,Balanced,[43],"[47, 12, 42, 22, 30, 19, 38, 17, 46, 43, 50, 14]"
2255,Balanced,"[13, 43, 39]","[40, 47, 45, 36, 23, 20, 26, 28, 13, 27, 19, 43, 49, 39, 10, 22]"
2256,Balanced,"[37, 31]","[34, 9, 37, 24, 26, 18, 19, 31, 54, 44, 42, 15, 23, 27, 22]"
2257,Balanced,"[33, 31, 11]","[36, 33, 35, 21, 54, 7, 31, 28, 11, 18, 14, 17, 41, 19, 8, 24, 15, 32, 38]"
2258,Assertive,"[39, 27, 41]","[35, 39, 56, 33, 30, 14, 27, 36, 41, 28, 29, 50, 26, 45, 5]"
2259,Balanced,"[11, 37, 39, 13, 33]","[22, 34, 35, 11, 32, 16, 37, 41, 56, 27, 39, 13, 33, 26, 51, 20, 49, 14]"
2260,Balanced,"[33, 43, 37]","[23, 53, 33, 32, 35, 22, 42, 54, 43, 25, 37, 56, 15, 44]"
2261,Assertive,"[43, 10, 11, 37]","[21, 57, 44, 30, 22, 43, 34, 18, 8, 51, 20, 10, 36, 11, 31, 17, 28, 37]"
2262,Assertive,"[39, 10]","[14, 18, 25, 39, 38, 24, 34, 22, 47, 33, 36, 35, 10, 31, 42]"
2263,Balanced,"[31, 33]","[36, 38, 58, 31, 35, 27, 30, 40, 45, 10, 20, 25, 18, 33, 42, 53, 26, 15]"
2264,Assertive,"[37, 46, 49, 23, 39]","[53, 37, 17, 18, 20, 25, 33, 54, 21, 16, 36, 46, 24, 49, 47, 23, 45, 26, 39]"
2265,Balanced,[43],"[28, 45, 41, 12, 25, 10, 43, 32, 36, 38, 20, 30, 40]"
2266,Balanced,"[31, 33]","[41, 31, 26, 46, 21, 30, 33, 42, 10, 34, 20, 49, 27, 28]"
2267,Balanced,"[39, 31, 37]","[25, 15, 17, 39, 34, 35, 16, 31, 44, 14, 37, 7, 41, 26, 24]"
2268,Assertive,"[46, 27, 37, 13]","[15, 17, 5, 34, 57, 36, 18, 20, 46, 38, 24, 27, 37, 13, 7, 33, 21]"
2269,Balanced,"[37, 33, 31]","[24, 42, 20, 37, 10, 33, 49, 32, 50, 47, 28, 31, 45, 35]"
2270,Aggressive,"[36, 18, 54, 34, 30, 23, 27, 28]","[22, 36, 47, 33, 18, 25, 54, 35, 31, 34, 39, 30, 23, 27, 28, 37]"
2271,Balanced,"[6, 31, 43]","[34, 41, 36, 25, 53, 6, 31, 44, 49, 43, 5, 56]"
2272,Balanced,[],"[28, 40, 29, 23, 38, 18, 24, 30, 34, 22, 44, 32, 14, 54]"
2273,Assertive,"[43, 39, 23]","[21, 38, 26, 35, 50, 25, 33, 43, 36, 39, 23, 14, 29, 24, 31, 30]"
2274,Balanced,"[39, 33]","[9, 47, 39, 35, 30, 27, 33, 26, 17]"
2275,Balanced,"[43, 33, 31]","[27, 51, 42, 12, 30, 40, 43, 21, 57, 7, 20, 41, 14, 53, 33, 26, 36, 8, 31, 44]"
2276,Assertive,"[27, 23, 41, 32, 46]","[27, 35, 31, 28, 23, 17, 16, 29, 18, 41, 32, 46]"
2277,Aggressive,"[49, 19, 54, 23, 27, 12, 45]","[49, 47, 19, 40, 37, 54, 31, 38, 23, 20, 39, 14, 27, 12, 53, 42, 45, 25, 21, 11, 44]"
2278,Aggressive,"[24, 34, 23, 30]","[24, 34, 23, 33, 30, 17, 25, 39, 35, 47, 38, 37, 26]"
2279,Balanced,[43],"[26, 56, 44, 14, 23, 28, 7, 35, 27, 22, 48, 32, 30, 43, 40, 34]"
2280,Balanced,"[33, 37, 43, 31]","[41, 27, 21, 52, 30, 54, 33, 59, 29, 40, 25, 22, 37, 43, 28, 31, 16, 34]"
2281,Balanced,[33],"[12, 46, 24, 29, 44, 25, 26, 36, 22, 33, 41, 9, 30]"
2282,Balanced,"[13, 37, 39]","[27, 54, 19, 13, 26, 9, 35, 22, 32, 37, 39, 30, 44, 18, 40]"
2283,Balanced,"[37, 33]","[56, 37, 50, 40, 44, 52, 32, 41, 33, 34]"
2284,Assertive,"[27, 43]","[27, 25, 20, 31, 17, 19, 44, 30, 55, 36, 48, 28, 34, 43, 33]"
2285,Assertive,"[39, 37, 27, 46, 23, 32]","[50, 36, 39, 21, 24, 44, 37, 47, 27, 31, 22, 42, 40, 46, 28, 51, 19, 23, 32]"
2286,Balanced,"[39, 13, 43, 31]","[36, 34, 15, 27, 25, 28, 30, 40, 50, 39, 9, 45, 10, 23, 13, 32, 43, 35, 7, 31, 17]"
2287,Assertive,"[49, 23, 12, 11, 32]","[35, 47, 33, 34, 49, 23, 38, 15, 21, 44, 12, 16, 11, 24, 32, 29, 31]"
2288,Balanced,"[33, 37]","[33, 25, 37, 35, 38, 34, 30, 21, 24, 26, 27, 49, 18, 44, 29, 23]"
2289,Balanced,"[43, 11]","[8, 26, 50, 51, 18, 43, 20, 19, 29, 28, 14, 27, 40, 35, 36, 46, 53, 11]"
2290,Assertive,"[41, 49, 27, 11, 23, 12]","[40, 41, 58, 38, 33, 24, 49, 44, 52, 27, 18, 45, 11, 42, 23, 12, 26, 57]"
2291,Balanced,"[43, 13]","[35, 25, 43, 27, 38, 53, 41, 28, 32, 13, 30, 47, 36, 12, 22, 23]"
2292,Balanced,"[39, 37, 6]","[34, 21, 25, 39, 37, 41, 26, 52, 29, 47, 48, 50, 54, 6, 18]"
2293,Assertive,"[39, 11]","[7, 16, 33, 45, 39, 28, 15, 47, 11, 24, 54]"
2294,Balanced,"[37, 39, 31]","[37, 25, 23, 51, 40, 42, 39, 31, 19, 15, 58, 14, 20, 48, 30]"
2295,Assertive,"[43, 27, 12, 32, 37]","[43, 34, 27, 33, 45, 40, 12, 30, 32, 42, 28, 37, 36]"
2296,Balanced,"[31, 43, 39]","[30, 27, 29, 31, 28, 18, 24, 56, 43, 39, 26, 46, 21, 23, 25, 14, 16, 32]"
2297,Assertive,"[39, 9, 23]","[15, 25, 52, 39, 17, 48, 5, 22, 35, 9, 14, 28, 23, 34]"
2298,Assertive,"[49, 32, 37, 41]","[49, 32, 51, 28, 19, 44, 55, 24, 37, 45, 31, 41, 34, 33, 17, 38, 21]"
2299,Balanced,"[43, 11]","[36, 47, 57, 38, 27, 45, 40, 26, 28, 19, 44, 17, 43, 11, 34]"
2300,Balanced,"[39, 31, 55, 37, 33]","[39, 30, 35, 16, 51, 40, 12, 25, 31, 32, 55, 29, 37, 5, 42, 33]"
2301,Balanced,"[39, 31, 33]","[23, 16, 48, 27, 19, 51, 36, 39, 31, 33, 32, 25, 35, 50]"
2302,Balanced,"[39, 33]","[10, 20, 15, 35, 16, 27, 26, 12, 39, 32, 46, 51, 28, 33]"
2303,Assertive,"[32, 41, 11]","[25, 30, 40, 32, 53, 50, 41, 35, 54, 28, 17, 14, 11, 33, 45, 42]"
2304,Assertive,"[41, 12, 11, 37, 46, 13, 39]","[41, 21, 40, 12, 11, 37, 46, 44, 20, 31, 42, 22, 29, 36, 13, 19, 54, 38, 47, 39]"
2305,Balanced,"[33, 39]","[28, 33, 39, 5, 20, 51, 23, 29, 19, 30, 26, 15]"
2306,Balanced,"[43, 31, 11]","[45, 41, 15, 9, 18, 28, 34, 26, 43, 27, 31, 11, 48]"
2307,Balanced,"[37, 43]","[37, 41, 16, 29, 22, 12, 51, 32, 54, 8, 28, 57, 43, 45, 44, 50, 19]"
2308,Assertive,"[37, 23, 41, 32, 13]","[28, 37, 23, 41, 16, 47, 32, 13, 55, 21, 31, 29]"
2309,Balanced,"[43, 37]","[27, 18, 24, 47, 34, 28, 22, 42, 36, 43, 40, 38, 26, 37, 20, 29]"
2310,Balanced,"[37, 33, 39, 31]","[37, 35, 38, 30, 33, 51, 14, 48, 24, 40, 39, 31, 18]"
2311,Balanced,"[13, 31, 37, 43, 33]","[13, 31, 24, 34, 32, 26, 14, 17, 22, 25, 46, 12, 37, 43, 18, 33]"
2312,Assertive,"[10, 27, 46, 11, 9]","[10, 40, 15, 27, 26, 51, 46, 54, 38, 11, 17, 36, 58, 35, 9, 29, 22, 45]"
2313,Balanced,"[43, 39]","[30, 48, 41, 22, 26, 35, 29, 53, 17, 5, 20, 36, 24, 32, 8, 43, 25, 44, 49, 39, 34]"
2314,Assertive,"[32, 23, 27, 37]","[30, 29, 25, 33, 32, 23, 27, 28, 26, 56, 44, 37, 8]"
2315,Aggressive,"[46, 16, 23, 48, 30, 51, 18, 56]","[46, 16, 53, 31, 23, 48, 14, 30, 22, 43, 51, 33, 47, 11, 42, 18, 56, 25, 59, 37]"
2316,Aggressive,"[27, 18, 30, 49, 28, 41]","[27, 29, 40, 18, 30, 49, 26, 44, 28, 55, 41]"
2317,Conservative,"[31, 26, 47, 37, 21, 35, 50, 14]","[19, 31, 26, 47, 37, 21, 12, 35, 50, 51, 14]"
2318,Balanced,[37],"[46, 36, 26, 17, 28, 22, 25, 19, 8, 35, 48, 37]"
2319,Aggressive,"[56, 45, 30, 18, 27, 32, 34, 9, 8, 23, 48]","[31, 56, 58, 45, 21, 39, 30, 18, 27, 32, 34, 29, 9, 38, 25, 8, 23, 48, 52, 22]"
2320,Balanced,[],"[23, 35, 26, 25]"
2321,Assertive,"[27, 32, 39, 46, 43, 11, 49]","[27, 32, 39, 38, 7, 54, 24, 46, 17, 36, 22, 43, 11, 21, 35, 49, 18, 20]"
2322,Balanced,"[33, 31, 13, 37]","[25, 46, 9, 45, 19, 35, 33, 32, 31, 18, 13, 27, 37, 26]"
2323,Assertive,"[41, 37, 27, 39]","[45, 48, 29, 41, 42, 54, 24, 44, 18, 37, 31, 21, 27, 51, 39, 34]"
2324,Balanced,"[13, 31, 43, 37]","[50, 32, 23, 41, 29, 13, 31, 27, 21, 25, 40, 44, 43, 36, 34, 22, 37]"
2325,Balanced,"[37, 33, 11]","[37, 16, 32, 25, 45, 5, 49, 17, 23, 48, 19, 33, 36, 11, 41]"
2326,Assertive,"[43, 32, 12, 41, 37, 23]","[43, 29, 52, 42, 32, 24, 16, 55, 20, 21, 12, 41, 33, 37, 31, 23, 34]"
2327,Balanced,"[33, 43, 31, 37]","[45, 33, 42, 40, 32, 38, 28, 43, 29, 25, 9, 52, 50, 58, 16, 31, 48, 37]"
2328,Balanced,"[37, 43, 11, 39]","[40, 21, 37, 35, 28, 43, 30, 23, 11, 14, 39, 10, 49]"
2329,Balanced,"[31, 39, 37]","[31, 12, 45, 39, 44, 38, 21, 28, 35, 57, 37, 34, 30, 47]"
2330,Balanced,[33],"[17, 33, 12, 22, 10, 34, 50, 46, 16, 28, 36, 45, 42]"
2331,Assertive,"[39, 37, 32, 27, 46]","[34, 20, 47, 25, 39, 15, 37, 32, 26, 27, 40, 42, 33, 19, 17, 45, 46]"
2332,Assertive,"[9, 23, 37, 41, 12, 27]","[9, 23, 29, 34, 54, 36, 18, 25, 15, 37, 33, 47, 41, 42, 12, 27]"
2333,Aggressive,"[45, 46, 27, 56, 19, 36, 30]","[37, 44, 17, 15, 45, 43, 46, 31, 27, 39, 56, 19, 36, 11, 47, 30]"
2334,Balanced,"[37, 43]","[18, 48, 50, 28, 37, 30, 41, 49, 43, 56, 24, 22, 26, 15, 42, 34, 32, 29]"
2335,Assertive,"[46, 11, 23, 49]","[14, 15, 46, 28, 44, 17, 11, 20, 23, 34, 16, 31, 49, 29, 26, 24]"
2336,Balanced,"[37, 33, 31]","[18, 36, 45, 27, 37, 33, 17, 22, 31, 21, 52, 26, 40, 50, 48, 38, 9]"
2337,Assertive,"[9, 43, 27, 37, 32]","[44, 20, 48, 58, 18, 9, 14, 43, 21, 27, 42, 24, 30, 28, 36, 17, 47, 37, 31, 16, 51, 32]"
2338,Balanced,[13],"[32, 18, 21, 28, 38, 34, 29, 17, 27, 50, 24, 13, 41, 22, 47]"
2339,Assertive,"[23, 9, 10]","[15, 35, 22, 17, 29, 23, 44, 16, 31, 24, 42, 45, 50, 9, 47, 36, 10]"
2340,Balanced,"[43, 39]","[9, 43, 22, 18, 19, 12, 39, 20, 36]"
2341,Assertive,"[39, 46, 32, 11, 13, 43, 49]","[47, 16, 39, 22, 46, 19, 4, 38, 29, 18, 32, 42, 11, 13, 43, 49, 52]"
2342,Balanced,[33],"[20, 45, 23, 49, 34, 24, 16, 21, 59, 33, 36, 26]"
2343,Balanced,"[37, 33, 39]","[21, 27, 37, 44, 32, 26, 33, 16, 28, 8, 45, 12, 39, 47]"
2344,Balanced,"[37, 39, 13]","[47, 57, 28, 27, 30, 42, 37, 15, 39, 13]"
2345,Balanced,"[31, 33]","[31, 38, 17, 25, 35, 24, 8, 34, 28, 48, 52, 20, 44, 7, 33, 57]"
2346,Balanced,"[31, 37, 39, 43]","[44, 14, 19, 18, 16, 30, 42, 31, 7, 20, 26, 36, 37, 35, 47, 45, 39, 43, 58]"
2347,Conservative,"[22, 50, 29, 38, 25, 35, 55, 39]","[45, 24, 30, 22, 50, 29, 38, 25, 35, 32, 19, 55, 39]"
2348,Assertive,"[43, 46, 23]","[31, 51, 22, 43, 24, 48, 56, 34, 14, 20, 35, 46, 6, 23, 28, 54, 18, 44, 26]"
2349,Assertive,"[32, 11, 37, 43]","[26, 32, 11, 40, 25, 29, 36, 8, 20, 28, 37, 43, 52, 18, 24]"
2350,Balanced,"[39, 43, 37, 31]","[27, 35, 25, 39, 43, 34, 37, 51, 31, 14, 41]"
2351,Balanced,[33],"[47, 52, 33, 34, 19, 18, 29, 44, 26, 35, 25]"
2352,Balanced,"[13, 33, 60, 37, 43]","[21, 30, 53, 17, 13, 33, 60, 28, 36, 35, 47, 34, 14, 19, 37, 41, 27, 23, 45, 16, 46, 43]"
2353,Balanced,"[39, 31, 33]","[46, 26, 47, 28, 22, 41, 30, 25, 44, 35, 32, 39, 31, 33, 53, 12, 40, 21]"
2354,Assertive,"[39, 41, 23]","[39, 44, 40, 26, 17, 30, 18, 15, 34, 55, 52, 41, 53, 23, 25, 16, 47]"
2355,Assertive,"[13, 27, 49, 41]","[7, 6, 13, 47, 56, 24, 25, 17, 8, 18, 44, 27, 30, 49, 31, 42, 53, 20, 41]"
2356,Balanced,"[33, 6]","[41, 50, 27, 33, 45, 16, 25, 6, 47, 49, 42, 54]"
2357,Assertive,[11],"[55, 21, 28, 16, 44, 11, 48, 42, 51, 59, 45, 36, 24]"
2358,Assertive,"[41, 46, 37, 27, 23, 32, 12]","[41, 36, 46, 37, 31, 22, 27, 25, 23, 32, 30, 12, 26, 42, 40]"
2359,Assertive,"[23, 13, 32]","[23, 38, 24, 17, 34, 52, 33, 28, 19, 13, 26, 32, 15, 31]"
2360,Assertive,"[23, 32, 43, 11, 37]","[23, 32, 19, 14, 22, 18, 29, 43, 11, 37, 36, 40, 47, 25, 45, 53]"
2361,Balanced,"[43, 33, 6, 39]","[23, 24, 21, 40, 44, 43, 45, 33, 36, 18, 42, 50, 16, 15, 41, 32, 6, 27, 39, 26, 38]"
2362,Assertive,"[37, 32, 43, 46]","[38, 56, 20, 37, 33, 32, 29, 47, 16, 43, 31, 52, 46, 40, 21]"
2363,Assertive,"[27, 32, 41, 37]","[40, 7, 27, 32, 30, 18, 31, 45, 41, 25, 37, 47, 22, 33, 17, 16, 24, 29, 26]"
2364,Assertive,"[27, 39]","[35, 7, 20, 27, 24, 36, 33, 15, 34, 38, 39, 14, 58, 22, 42, 31]"
2365,Assertive,"[39, 11, 27, 37, 49]","[38, 39, 26, 28, 42, 11, 29, 35, 21, 5, 27, 37, 49, 16, 20, 33, 45, 8]"
2366,Balanced,[33],"[28, 56, 42, 33, 46, 38, 49, 48, 44, 27, 17, 54, 15, 32]"
2367,Balanced,"[37, 43]","[36, 29, 30, 26, 37, 43, 35, 52, 12, 38, 21, 46, 25, 49, 34, 28]"
2368,Assertive,"[39, 13, 41, 32, 27, 10, 37]","[33, 54, 40, 25, 34, 57, 38, 39, 20, 13, 41, 32, 27, 29, 19, 44, 31, 10, 37]"
2369,Balanced,"[6, 43]","[28, 32, 45, 35, 6, 43, 53, 36, 23, 40, 47, 50, 27, 48, 19, 16, 25, 52, 49, 26]"
2370,Balanced,"[39, 37, 31]","[39, 42, 37, 20, 28, 16, 35, 22, 40, 34, 27, 23, 24, 47, 48, 53, 31]"
2371,Balanced,"[55, 11, 37]","[50, 55, 40, 7, 32, 46, 44, 22, 51, 26, 30, 35, 11, 34, 37, 42, 14]"
2372,Balanced,"[39, 37, 33]","[25, 36, 20, 40, 16, 27, 26, 23, 39, 37, 19, 33, 47, 52]"
2373,Assertive,"[39, 23, 49, 43, 41, 37]","[53, 39, 25, 20, 33, 18, 21, 6, 23, 52, 49, 43, 41, 35, 37]"
2374,Assertive,"[12, 43, 37, 27]","[12, 31, 18, 35, 43, 36, 29, 37, 25, 40, 34, 27]"
2375,Balanced,"[33, 31, 39]","[54, 47, 14, 15, 35, 33, 16, 10, 31, 27, 40, 22, 25, 39]"
2376,Assertive,"[23, 43, 37, 11]","[19, 30, 23, 43, 28, 37, 35, 42, 53, 45, 25, 48, 34, 6, 57, 56, 14, 40, 11, 24, 31]"
2377,Balanced,"[37, 43]","[45, 41, 35, 25, 36, 9, 27, 44, 56, 42, 23, 8, 26, 37, 34, 48, 43, 30, 29, 14, 46]"
2378,Balanced,[37],"[38, 37, 36, 52, 24, 53, 40, 28, 47, 23]"
2379,Balanced,"[55, 33, 37]","[46, 51, 30, 47, 55, 44, 19, 28, 33, 21, 40, 37, 42]"
2380,Balanced,"[43, 37, 13, 55]","[18, 14, 56, 43, 46, 32, 37, 16, 7, 13, 38, 41, 50, 30, 26, 55, 35, 27, 28, 42]"
2381,Balanced,"[37, 43, 33, 13, 55]","[34, 37, 32, 27, 46, 43, 35, 41, 54, 33, 48, 44, 13, 25, 38, 29, 40, 55]"
2382,Assertive,"[46, 32, 37]","[20, 38, 46, 35, 32, 45, 52, 37, 14, 28, 47, 31, 18, 7]"
2383,Assertive,"[12, 13, 39, 10, 37]","[12, 45, 50, 42, 18, 55, 21, 31, 13, 40, 33, 39, 19, 10, 37, 28, 36, 51]"
2384,Balanced,[],"[26, 29, 23, 54, 16, 22, 36, 30, 50, 20, 42, 27, 25]"
2385,Balanced,[39],"[28, 22, 53, 46, 41, 24, 8, 45, 25, 27, 39, 59, 34, 47, 23, 38, 19, 20]"
2386,Assertive,"[37, 11, 27]","[15, 44, 19, 40, 37, 11, 27, 25, 51]"
2387,Assertive,"[32, 37, 10, 27]","[34, 25, 31, 19, 26, 32, 37, 20, 10, 28, 27, 45, 33, 50, 29]"
2388,Assertive,"[27, 39, 43, 12, 23]","[34, 38, 27, 48, 5, 39, 22, 43, 12, 19, 26, 23, 51, 25, 58, 28]"
2389,Assertive,"[49, 32, 12, 37, 23, 27, 13, 39]","[55, 49, 32, 21, 51, 12, 37, 38, 35, 23, 45, 27, 59, 19, 44, 34, 42, 13, 39]"
2390,Balanced,"[31, 39, 43]","[32, 31, 40, 39, 41, 35, 27, 18, 48, 24, 29, 42, 34, 30, 36, 43]"
2391,Balanced,[33],"[19, 28, 16, 33, 22, 30, 38, 52, 40, 51, 24, 36, 15, 42, 25, 9]"
2392,Assertive,"[43, 39, 46, 9, 27]","[35, 43, 28, 33, 24, 42, 39, 21, 46, 30, 9, 27, 16, 34, 54, 38, 29, 15]"
2393,Assertive,"[32, 37, 27, 41]","[33, 32, 28, 36, 29, 37, 16, 30, 27, 44, 34, 41, 31, 55]"
2394,Balanced,[39],"[27, 29, 42, 44, 32, 39, 10, 38, 36, 24, 58, 17, 40, 8, 19]"
2395,Assertive,"[13, 37, 41, 11, 32]","[52, 7, 42, 50, 44, 13, 26, 37, 48, 15, 19, 40, 25, 41, 11, 32, 16]"
2396,Balanced,[31],"[24, 15, 35, 30, 31, 44, 45, 38]"
2397,Balanced,"[31, 11, 39]","[40, 27, 35, 25, 22, 38, 31, 11, 39, 32, 48, 20, 12, 17, 24, 51, 42]"
2398,Assertive,"[27, 13, 37, 41, 32, 49]","[51, 27, 13, 34, 52, 25, 44, 37, 41, 21, 33, 32, 20, 49, 26, 40, 48]"
2399,Aggressive,"[28, 23, 24, 48, 51, 9, 34, 10, 49]","[31, 25, 28, 37, 23, 29, 17, 24, 48, 26, 51, 9, 34, 10, 44, 35, 49]"
2400,Balanced,"[33, 31, 55]","[52, 26, 23, 25, 38, 30, 12, 24, 49, 36, 34, 47, 33, 42, 44, 27, 20, 57, 46, 31, 41, 32, 10, 55]"
2401,Assertive,"[27, 39, 37, 41, 43]","[38, 27, 36, 35, 51, 20, 16, 39, 30, 52, 34, 7, 37, 28, 41, 22, 43, 44]"
2402,Balanced,[33],"[38, 42, 33, 57, 19, 24, 29, 46, 28, 45, 10, 36]"
2403,Assertive,"[11, 32, 12, 39, 46]","[19, 40, 11, 51, 32, 22, 45, 38, 12, 39, 17, 55, 54, 46, 33, 24, 52, 34]"
2404,Conservative,"[22, 42, 31, 15, 13, 39, 35, 47, 55, 17, 25, 50, 37, 38]","[22, 34, 42, 31, 15, 13, 48, 39, 35, 47, 28, 32, 55, 17, 25, 12, 16, 50, 37, 38]"
2405,Assertive,"[60, 32, 27, 37]","[60, 34, 44, 32, 27, 54, 53, 21, 26, 42, 38, 33, 28, 16, 37, 15]"
2406,Balanced,"[39, 43, 37]","[10, 27, 36, 34, 14, 39, 28, 40, 42, 44, 48, 43, 35, 50, 22, 49, 24, 17, 37]"
2407,Assertive,"[37, 13, 32, 23, 43]","[31, 20, 55, 42, 7, 26, 37, 13, 30, 32, 25, 45, 44, 35, 36, 38, 16, 50, 28, 54, 22, 34, 51, 23, 43]"
2408,Assertive,"[23, 39, 11, 10, 37, 32]","[34, 40, 25, 23, 26, 35, 45, 39, 22, 50, 11, 47, 10, 29, 37, 17, 30, 32, 52]"
2409,Assertive,"[37, 46, 32, 27]","[36, 38, 37, 25, 59, 46, 22, 29, 32, 53, 14, 16, 42, 18, 35, 31, 27, 50]"
2410,Balanced,"[33, 37, 6]","[33, 19, 41, 36, 38, 20, 37, 34, 58, 24, 6, 30, 26, 29, 27, 25]"
2411,Assertive,"[46, 23, 37]","[31, 28, 48, 17, 46, 30, 21, 51, 57, 36, 24, 23, 37]"
2412,Balanced,[43],"[43, 38, 24, 14, 30, 32, 29, 28, 23, 17, 21]"
2413,Balanced,"[31, 13, 37]","[31, 18, 13, 25, 26, 16, 41, 34, 28, 35, 23, 30, 27, 51, 37, 47]"
2414,Assertive,"[12, 23, 43, 32, 27]","[12, 23, 38, 43, 45, 25, 32, 20, 27, 34, 30, 50]"
2415,Balanced,"[55, 43]","[30, 29, 24, 32, 55, 26, 38, 34, 45, 51, 25, 22, 44, 35, 40, 48, 23, 43, 21]"
2416,Assertive,"[32, 46, 43, 49]","[32, 46, 36, 43, 17, 48, 33, 29, 28, 49, 24, 26, 6, 5, 42]"
2417,Assertive,"[41, 37]","[31, 30, 20, 25, 41, 28, 15, 36, 14, 45, 37]"
2418,Assertive,"[39, 43, 37, 49, 32, 23, 46]","[39, 26, 42, 30, 43, 29, 28, 53, 40, 37, 49, 45, 54, 36, 21, 14, 32, 23, 8, 56, 46, 34]"
2419,Balanced,"[33, 11, 6, 39]","[32, 33, 15, 7, 11, 30, 17, 45, 18, 52, 50, 48, 36, 16, 6, 23, 39, 28, 26, 41, 25, 29]"
2420,Assertive,"[23, 32, 49, 41]","[45, 23, 32, 36, 59, 49, 22, 31, 41, 5, 33, 56, 35]"
2421,Assertive,"[23, 12, 32, 41, 37, 27]","[22, 36, 23, 12, 32, 41, 33, 28, 48, 37, 27, 50, 38, 24, 34, 31, 52, 29]"
2422,Assertive,"[37, 39, 32, 41]","[30, 35, 33, 37, 39, 42, 36, 31, 32, 41, 34, 24, 50, 18, 19, 15]"
2423,Balanced,"[13, 31, 39]","[32, 51, 19, 24, 13, 18, 38, 31, 40, 16, 36, 20, 25, 39, 35, 29, 53, 27, 14]"
2424,Balanced,"[13, 43, 60, 31, 39]","[15, 38, 46, 9, 47, 34, 29, 13, 43, 40, 60, 32, 31, 16, 48, 51, 42, 44, 14, 30, 39, 49]"
2425,Balanced,"[39, 33, 11]","[34, 40, 45, 46, 39, 28, 54, 33, 11, 35, 15, 14, 19, 30, 51, 26]"
2426,Balanced,"[39, 33]","[39, 24, 33, 28, 22, 30, 29, 20, 16, 25, 17, 42, 56, 41, 50]"
2427,Balanced,[37],"[17, 26, 14, 35, 23, 7, 27, 30, 56, 49, 48, 37, 36, 40, 20, 44, 51, 47, 29, 15, 28]"
2428,Balanced,"[31, 33, 13, 43, 6, 11, 37]","[31, 52, 34, 33, 47, 48, 13, 43, 6, 19, 49, 12, 20, 11, 37, 25, 29]"
2429,Assertive,"[32, 41, 49, 12, 11, 60]","[28, 25, 29, 32, 38, 31, 41, 17, 40, 49, 24, 12, 33, 35, 11, 55, 60]"
2430,Assertive,"[43, 23, 46, 12, 39]","[42, 40, 34, 21, 43, 47, 22, 26, 23, 14, 33, 46, 12, 25, 35, 50, 39]"
2431,Assertive,"[10, 49, 13, 27, 41]","[17, 47, 10, 38, 34, 49, 13, 45, 15, 27, 22, 33, 36, 29, 24, 19, 41]"
2432,Balanced,"[43, 39, 37, 33]","[10, 43, 39, 14, 34, 46, 25, 50, 37, 33, 40, 30, 28, 51, 22]"
2433,Balanced,"[33, 13, 43]","[47, 33, 17, 50, 36, 26, 35, 13, 22, 42, 34, 14, 21, 19, 41, 38, 29, 43, 56, 16, 32, 25]"
2434,Balanced,"[37, 11]","[37, 11, 28, 46, 15, 9, 47, 51, 20, 54, 44]"
2435,Balanced,"[33, 37, 55, 31]","[23, 33, 32, 37, 55, 24, 28, 16, 31, 21, 19, 35, 49, 34]"
2436,Balanced,"[31, 37, 11, 39, 43]","[50, 28, 31, 37, 35, 36, 49, 11, 30, 14, 46, 24, 39, 16, 43]"
2437,Assertive,"[41, 11, 32, 23, 37, 39]","[41, 11, 32, 26, 23, 37, 35, 19, 33, 39, 36, 56, 44, 24, 38, 51, 30]"
